"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Belarus","1997","Urban","Data tabulated by year of occurrence","Final figure, complete","2007","38340",""
"Belarus","1997","Rural","Data tabulated by year of occurrence","Final figure, complete","2007","8961",""
"Belarus","1996","Total","Data tabulated by year of occurrence","Final figure, complete","2007","43089",""
"Belarus","1996","Urban","Data tabulated by year of occurrence","Final figure, complete","2007","35562",""
"Belarus","1996","Rural","Data tabulated by year of occurrence","Final figure, complete","2007","7527",""
"Belarus","1995","Total","Data tabulated by year of occurrence","Final figure, complete","1997","42119",""
"Belarus","1995","Urban","Data tabulated by year of occurrence","Final figure, complete","1997","34932",""
"Belarus","1995","Rural","Data tabulated by year of occurrence","Final figure, complete","1997","7187",""
"Belarus","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1995","44075",""
"Belarus","1994","Urban","Data tabulated by year of occurrence","Final figure, complete","1995","36758",""
"Belarus","1994","Rural","Data tabulated by year of occurrence","Final figure, complete","1995","7317",""
"Belarus","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1994","44894",""
"Belarus","1993","Urban","Data tabulated by year of occurrence","Final figure, complete","1994","37465",""
"Belarus","1993","Rural","Data tabulated by year of occurrence","Final figure, complete","1994","7429",""
"Belarus","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1993","39904",""
"Belarus","1992","Urban","Data tabulated by year of occurrence","Final figure, complete","1993","33255",""
"Belarus","1992","Rural","Data tabulated by year of occurrence","Final figure, complete","1993","6649",""
"Belarus","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1993","37802",""
"Belarus","1991","Urban","Data tabulated by year of occurrence","Final figure, complete","1993","31469",""
"Belarus","1991","Rural","Data tabulated by year of occurrence","Final figure, complete","1993","6333",""
"Belarus","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1992","34986",""
"Belarus","1990","Urban","Data tabulated by year of occurrence","Final figure, complete","1992","29123",""
"Belarus","1990","Rural","Data tabulated by year of occurrence","Final figure, complete","1992","5863",""
"Belarus","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1992","34573",""
"Belarus","1989","Urban","Data tabulated by year of occurrence","Final figure, complete","1992","28550",""
"Belarus","1989","Rural","Data tabulated by year of occurrence","Final figure, complete","1992","6023",""
"Belarus","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1992","32111",""
"Belarus","1988","Urban","Data tabulated by year of occurrence","Final figure, complete","1992","26307",""
"Belarus","1988","Rural","Data tabulated by year of occurrence","Final figure, complete","1992","5804",""
"Belarus","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1992","30507",""
"Belarus","1987","Urban","Data tabulated by year of occurrence","Final figure, complete","1992","24774",""
"Belarus","1987","Rural","Data tabulated by year of occurrence","Final figure, complete","1992","5733",""
"Belarus","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1989","30297",""
"Belarus","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1989","31197",""
"Belarus","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1989","30825",""
"Belarus","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1989","30061",""
"Belarus","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1989","30073",""
"Belarus","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1989","30848",""
"Belarus","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1989","31214",""
"Belarus","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1989","29707",""
"Belarus","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1979","28400",""
"Belarus","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1979","27900",""
"Belarus","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1978","27216",""
"Belarus","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1976","23443",""
"Belarus","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1975","22831",""
"Belarus","1974","Urban","Data tabulated by year of occurrence","Final figure, complete","1975","17571",""
"Belarus","1974","Rural","Data tabulated by year of occurrence","Final figure, complete","1975","5260",""
"Belarus","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1974","20248",""
"Belarus","1973","Urban","Data tabulated by year of occurrence","Final figure, complete","1974","15859",""
"Belarus","1973","Rural","Data tabulated by year of occurrence","Final figure, complete","1974","4389",""
"Belarus","1972","Total","Data tabulated by year of occurrence","Final figure, complete","1973","19195",""
"Belarus","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1973","18076",""
"Belarus","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1971","17060",""
"Belarus","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1971","16147",""
"Belarus","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1992","9734",""
"Belarus","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1992","5757",""
"Belgium","2020","Total","Data tabulated by year of occurrence","Final figure, complete","2021","21300","4"
"Belgium","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2021","22435","4"
"Belgium","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2021","23135","4"
"Belgium","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2019","23068","4"
"Belgium","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2018","23583","4"
"Belgium","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2016","24414","4"
"Belgium","2015","Urban","Data tabulated by year of occurrence","Final figure, complete","2016","24132","4"
"Belgium","2015","Rural","Data tabulated by year of occurrence","Final figure, complete","2016","282","4"
"Belgium","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2016","24310","4"
"Belgium","2014","Urban","Data tabulated by year of occurrence","Final figure, complete","2016","24029","4"
"Belgium","2014","Rural","Data tabulated by year of occurrence","Final figure, complete","2016","281","4"
"Belgium","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2016","24872","4"
"Belgium","2013","Urban","Data tabulated by year of occurrence","Final figure, complete","2016","24603","4"
"Belgium","2013","Rural","Data tabulated by year of occurrence","Final figure, complete","2016","269","4"
"Belgium","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2016","26145","4"
"Belgium","2012","Urban","Data tabulated by year of occurrence","Final figure, complete","2016","25869","4"
"Belgium","2012","Rural","Data tabulated by year of occurrence","Final figure, complete","2016","276","4"
"Belgium","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2013","27522","4"
"Belgium","2011","Urban","Data tabulated by year of occurrence","Final figure, complete","2013","27216","4"
"Belgium","2011","Rural","Data tabulated by year of occurrence","Final figure, complete","2013","306","4"
"Belgium","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2013","28903","4"
"Belgium","2010","Urban","Data tabulated by year of occurrence","Final figure, complete","2013","28616","4"
"Belgium","2010","Rural","Data tabulated by year of occurrence","Final figure, complete","2013","287","4"
"Belgium","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2010","32606","4"
"Belgium","2009","Urban","Data tabulated by year of occurrence","Final figure, complete","2010","32251","4"
"Belgium","2009","Rural","Data tabulated by year of occurrence","Final figure, complete","2010","355","4"
"Belgium","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2010","35366","4"
"Belgium","2008","Urban","Data tabulated by year of occurrence","Final figure, complete","2010","34967","4"
